Time;Perf_Time;Action
09:28:00;4219566.507229118;I
09:28:01;4219567.079387443;SPACE
09:28:01;4219567.880261788;r
09:28:02;4219568.200368541;e
09:28:02;4219568.520640643;a
09:28:02;4219568.634253336;l
09:28:02;4219568.826687752;l
09:28:03;4219569.628131719;Y
09:28:04;4219570.589800224;BACK
09:28:05;4219571.154518786;y
09:28:05;4219571.548334703;SPACE
09:28:06;4219572.200450885;d
09:28:06;4219572.315503867;i
09:28:06;4219572.420183114;d
09:28:06;4219572.658614642;e 
09:28:07;4219573.272154806;BACK
09:28:07;4219573.506913766;BACK
09:28:08;4219574.035531872;d
09:28:08;4219574.269261087;SPACE
09:28:08;4219574.827250582;n
09:28:09;4219575.080551399;o
09:28:09;4219575.472203753;t
09:28:11;4219577.187354162;N 
09:28:11;4219577.999483929;BACK
09:28:12;4219578.159906063;BACK
09:28:12;4219578.358378707;BACK
09:28:12;4219578.801368917;BACK
09:28:13;4219579.080651105;n
09:28:13;4219579.323212609;o
09:28:13;4219579.354358375;t
09:29:04;4219630.604467396;" think the amount of money would be sufficient for a game like this,"" he says. ""It would not have been possible to fund the game as we did. We couldn't afford to pay for the production and it would have required huge amounts of mone"
09:29:04;4219630.636491369;BACK
09:29:04;4219630.678560664;BACK
09:29:04;4219630.746643613;BACK
09:29:04;4219630.792949238;BACK
09:29:04;4219630.833589232;BACK
09:29:04;4219630.89799684;BACK
09:29:04;4219630.956436802;BACK
09:29:04;4219630.985908972;BACK
09:29:05;4219631.056203516;BACK
09:29:05;4219631.109320921;BACK
09:29:05;4219631.156147372;BACK
09:29:05;4219631.217158505;BACK
09:29:05;4219631.258115124;BACK
09:29:05;4219631.308504727;BACK
09:29:05;4219631.357095526;BACK
09:29:05;4219631.417077999;BACK
09:29:05;4219631.475163668;BACK
09:29:05;4219631.517843356;BACK
09:29:05;4219631.580187838;BACK
09:29:05;4219631.629194418;BACK
09:29:05;4219631.712995855;BACK
09:29:05;4219631.756331481;BACK
