Time;Perf_Time;Action
09:11:21;4218567.934135486;H
09:11:21;4218568.00197304;e
09:11:22;4218568.934592006;BACK
09:11:23;4218569.173950531;i
09:11:23;4218569.61502992;SPACE
09:11:23;4218569.870115724;m
09:11:24;4218570.313959154;y
09:11:24;4218570.822014092;SPACE
09:11:24;4218570.974942717;f
09:11:25;4218571.202953245;r
09:11:25;4218571.354000801;i
09:11:25;4218571.413803514;e
09:11:25;4218571.614880696;n
09:11:26;4218572.35399539;d
09:11:27;4218573.385969683;.
09:11:28;4218574.774741406;SPACE
09:11:30;4218576.487334536;I
09:11:31;4218577.054921808;SPACE
09:11:31;4218577.170154979;w
09:11:31;4218577.374965789;i
09:11:31;4218577.474054987;s
09:11:31;4218577.614452732;h
09:11:32;4218578.193977558;W 
09:11:32;4218578.442910095;y
09:11:32;4218578.517765587;o
09:11:32;4218578.76295126;u
09:11:33;4218579.347176662;SPACE
09:11:33;4218579.59474458;h
09:11:33;4218579.73401959;a
09:11:33;4218579.825995954;p
09:11:34;4218580.012082223;l
09:11:34;4218580.147923608;y
09:11:35;4218581.222247137;BACK
09:11:35;4218581.373907174;BACK
09:11:35;4218581.535281961;BACK
09:11:35;4218581.6941998;BACK
09:11:35;4218581.810690978;BACK
09:11:36;4218582.347272808;a
09:11:36;4218582.654934625;SPACE
09:11:36;4218582.987626235;h
09:11:37;4218583.174157578;a
09:11:37;4218583.287650124;p
09:11:37;4218583.454957711;p
09:11:37;4218583.973009232;y
09:11:38;4218584.201120998;H 
09:11:38;4218584.432936367;b
09:11:38;4218584.713457507;i
09:11:38;4218584.762828155;t
09:11:38;4218584.973082046;t
09:11:39;4218585.082846124;h
09:11:39;4218585.645876501;BACK
09:11:39;4218585.863138269;BACK
09:11:40;4218586.052960679;BACK
09:11:40;4218586.561487026;r
09:11:40;4218586.930034044;Bthday
09:11:41;4218587.646598008;.
09:12:16;4218622.139166165; Birthday\n\nThank you.\n\nThank you so much.\n\nThanks so much\n\nHello. I was a bit surprised to hear that you are doing a Happy Birthday. How do I say that in Spanish. I'
09:12:16;4218622.143721814;BACK
09:12:16;4218622.193663032;BACK
09:12:16;4218622.197934419;BACK
09:12:16;4218622.201679961;BACK
09:12:16;4218622.241820787;BACK
09:12:16;4218622.28598304;BACK
09:12:16;4218622.354798667;BACK
09:12:16;4218622.399411968;BACK
09:12:16;4218622.447180912;BACK
09:12:16;4218622.49686087;BACK
09:12:16;4218622.552266602;BACK
09:12:16;4218622.604200604;BACK
09:12:16;4218622.652799516;BACK
09:12:16;4218622.703749784;BACK
09:12:16;4218622.75325336;BACK
09:12:16;4218622.810191553;BACK
09:12:16;4218622.857744162;BACK
09:12:16;4218622.905904842;BACK
09:12:16;4218622.962220699;BACK
09:12:17;4218623.011217596;BACK
09:12:17;4218623.077811079;BACK
09:12:17;4218623.125246978;BACK
09:12:17;4218623.190288903;BACK
09:12:17;4218623.221751951;BACK
09:12:17;4218623.290211261;BACK
09:12:17;4218623.340221097;BACK
09:12:17;4218623.387737758;BACK
09:12:17;4218623.437249682;BACK
09:12:17;4218623.487759302;BACK
09:12:17;4218623.536336381;BACK
09:12:17;4218623.594839488;BACK
09:12:17;4218623.643848287;BACK
09:12:17;4218623.693701458;BACK
09:12:17;4218623.749847817;BACK
09:12:17;4218623.789709339;BACK
09:12:17;4218623.850878735;BACK
09:12:17;4218623.910797714;BACK
09:12:17;4218623.958719375;BACK
09:12:18;4218624.014850555;BACK
09:12:18;4218624.069750818;BACK
09:12:18;4218624.112847655;BACK
09:12:18;4218624.181205313;BACK
09:12:18;4218624.243115055;BACK
09:12:18;4218624.291195082;BACK
09:12:18;4218624.341201392;BACK
09:12:18;4218624.398198645;BACK
09:12:18;4218624.448177883;BACK
09:12:18;4218624.497317278;BACK
09:12:18;4218624.549225843;BACK
09:12:18;4218624.611178696;BACK
09:12:18;4218624.653321795;BACK
09:12:18;4218624.721144012;BACK
09:12:18;4218624.77122512;BACK
09:12:18;4218624.813311233;BACK
09:12:18;4218624.867744139;BACK
09:12:18;4218624.931209578;BACK
09:12:18;4218624.980768006;BACK
09:12:19;4218625.029204373;BACK
09:12:19;4218625.085263108;BACK
09:12:19;4218625.131353727;BACK
09:12:19;4218625.192720712;BACK
09:12:19;4218625.24219751;BACK
09:12:19;4218625.30876288;BACK
09:12:19;4218625.360715038;BACK
09:12:19;4218625.414741831;BACK
09:12:19;4218625.473698369;BACK
09:12:19;4218625.520762995;BACK
09:12:19;4218625.574851466;BACK
09:12:19;4218625.625290448;BACK
09:12:19;4218625.687099221;BACK
09:12:19;4218625.728689203;BACK
09:12:19;4218625.784783614;BACK
09:12:19;4218625.839382432;BACK
09:12:19;4218625.89265836;BACK
09:12:19;4218625.940729151;BACK
09:12:19;4218626.000973682;BACK
09:12:20;4218626.062176409;BACK
09:12:20;4218626.115266658;BACK
09:12:20;4218626.183781583;BACK
09:12:20;4218626.2227657;BACK
09:12:20;4218626.28329229;BACK
09:12:20;4218626.322844202;BACK
09:12:20;4218626.3827663;BACK
09:12:20;4218626.462795948;BACK
09:12:20;4218626.510721086;BACK
09:12:20;4218626.570774369;BACK
09:12:20;4218626.618825834;BACK
09:12:20;4218626.67171667;BACK
09:12:20;4218626.723151507;BACK
09:12:20;4218626.76487009;BACK
09:12:20;4218626.816709653;BACK
09:12:20;4218626.865780851;BACK
09:12:20;4218626.924704785;BACK
