Time;Perf_Time;Action
14:27:01;3373507.924783555;H
14:27:02;3373508.076936151;e
14:27:02;3373508.326924842;y
14:27:02;3373508.408296195;SPACE
14:27:02;3373508.67647463;L
14:27:03;3373509.056551029;u
14:27:03;3373509.216371778;c
14:27:03;3373509.436642826;h
14:27:03;3373509.615888683;o
14:27:03;3373509.89642917;,
14:27:03;3373509.903950819;SPACE
14:27:04;3373510.376731087;\n
14:27:04;3373510.380992675;BACK
14:27:11;3373517.777868869;\n you s
14:27:11;3373517.916480985;BACK
14:27:12;3373518.066743771;BACK
14:27:12;3373518.216608028;BACK
14:27:12;3373518.377427121;BACK
14:27:12;3373518.537233924;BACK
14:27:12;3373518.856378073;BACK
14:27:13;3373519.517918775;H
14:27:13;3373519.608956968;a
14:27:13;3373519.806658363;p
14:27:13;3373519.911136838;p
14:27:13;3373519.99846708;y
14:27:14;3373520.14696046;SPACE
14:27:14;3373520.337877629;H
14:27:14;3373520.526490179;i
14:27:14;3373520.59428843;r
14:27:14;3373520.746646952;t
14:27:14;3373520.89664529;h
14:27:15;3373521.016798308;d
14:27:15;3373521.196935459;a
14:27:15;3373521.387002634;y
14:27:16;3373522.957164473;B
14:27:16;3373522.963440957;SPACE
14:27:32;3373538.353960346;"Birthday Lucho!""\n\n""Happy Birthday, Mommy!""\n\n""Happy Birthday, Little Buddy!""\n\n""Happy Birthday, Lucho!""\n\n""Happy Birthday Lucho!""\n\n\n"""
14:27:32;3373538.67984736;\n
14:27:33;3373539.622253608;I
14:27:33;3373539.79840452;SPACE
14:27:34;3373540.239855768;w
14:27:34;3373540.3266516;h
14:27:34;3373540.670226868;BACK
14:27:34;3373540.839580478;BACK
14:27:34;3373540.999603238;BACK
14:27:35;3373541.180323296;BACK
14:27:36;3373542.099652346;H
14:27:36;3373542.172021135;a
14:27:36;3373542.262601532;v
14:27:36;3373542.380129732;e
14:27:36;3373542.467097418;SPACE
14:27:37;3373543.180660142;BACK
14:27:37;3373543.339636673;BACK
14:27:37;3373543.489538064;BACK
14:27:37;3373543.649634985;BACK
14:27:38;3373544.009704869;BACK
14:27:38;3373544.270249482;E
14:27:38;3373544.311726206;n
14:27:38;3373544.479730569;j
14:27:38;3373544.660323902;o
14:27:38;3373544.741699857;y
14:27:38;3373544.890588457;n
14:27:39;3373545.087741016;y
14:27:39;3373545.145715756;o
14:27:39;3373545.359841362;u
14:27:39;3373545.519533094;r
14:27:39;3373545.629955615;SPACE
14:27:39;3373545.638436662;SPACE
14:27:39;3373545.755497663;d
14:27:39;3373545.937844791;a
14:27:40;3373546.138584193;y
14:27:40;3373546.219617836;SPACE
14:27:52;3373558.920393651;" Birthday Lucho!""\n\n""Happy Birthday, Mommy!""\n\n""Happy Birthday, Little Buddy!""\n\n\n""Happy"
14:27:52;3373558.993536284;\n
14:27:54;3373560.751075419;S
14:27:54;3373560.981956525;BACK
14:27:55;3373561.471697296;"\n\n""H"
14:27:55;3373561.994898063;BACK
14:27:56;3373562.142212828;W
14:27:56;3373562.303636858;e
14:27:56;3373562.350637128;SPACE
14:27:56;3373562.60402428;h
14:27:56;3373562.650803625;"\n\n""Ha"
14:27:56;3373562.794051747;v
14:27:56;3373562.875529835;e
14:27:56;3373562.967632036;SPACE
14:27:57;3373563.13468006;t
14:27:57;3373563.212955472;i
14:27:57;3373563.383509456;o
14:27:57;3373563.390290176;SPACE
14:27:57;3373563.555083843;m
14:27:57;3373563.631703632;e
14:27:57;3373563.80324319;e
14:27:57;3373563.964595848;t
14:27:58;3373564.082746658;SPACE
14:27:58;3373564.232767494;s
14:27:58;3373564.32648941;o
14:27:58;3373564.52178076;o
14:27:58;3373564.663610133;n
14:27:58;3373564.923488519;SPACE
14:28:07;3373573.272380255;" Birthday, Mommy!""\n\n\n""Happy Birthday,"
14:28:07;3373573.43383321;\n
14:28:09;3373575.564477452;BACK
14:28:10;3373576.071946208;BACK
14:28:10;3373576.313904246;BACK
14:28:10;3373576.551831391;BACK
14:28:10;3373576.77326432;BACK
14:28:10;3373576.972973635;BACK
14:28:10;3373576.989878754;BACK
14:28:11;3373577.333791024;BACK
14:28:11;3373577.493700619;BACK
14:28:11;3373577.662905708;BACK
14:28:11;3373577.823486108;BACK
14:28:11;3373577.993491557;BACK
14:28:12;3373578.123680502;BACK
14:28:12;3373578.664275336;BACK
14:28:13;3373579.164424592;BACK
14:28:13;3373579.170940036;BACK
14:28:13;3373579.723764871;BACK
14:28:13;3373579.883579596;BACK
14:28:14;3373580.061595279;BACK
14:28:16;3373582.261560273;BACK
14:28:16;3373582.544118476;BACK
14:28:17;3373583.344115635;BACK
14:28:17;3373583.898961829;BACK
14:28:17;3373583.903228406;Happy
14:28:18;3373584.094017419;BACK
14:28:18;3373584.492920958;BACK
14:28:18;3373584.650211582;BACK
14:28:19;3373585.433413174;BACK
14:28:19;3373585.613827194;BACK
14:28:20;3373586.433672598;n
14:28:20;3373586.804345177;.
14:28:20;3373586.810680662;SPACE
14:28:20;3373586.954585798;BACK
14:28:20;3373586.972632194;\n
14:28:21;3373587.233867818;S
14:28:21;3373587.473446149;e
14:28:21;3373587.634217989;e
14:28:21;3373587.75436502;SPACE
14:28:22;3373588.162235657;y
14:28:22;3373588.273808446;a
14:28:22;3373588.503301674;,
14:28:22;3373588.513247106;SPACE
14:28:22;3373588.771809521;BACK
14:28:22;3373588.776009463;\n
14:28:23;3373589.603927729;M
14:28:23;3373589.666561325;a
14:28:23;3373589.853945067;x
