Time;Perf_Time;Action
14:21:02;3373148.658994195;I
14:21:02;3373148.837417886;n
14:21:03;3373149.008640231;SPACE
14:21:03;3373149.239229249;m
14:21:03;3373149.397074437;y
14:21:03;3373149.499473687;SPACE
14:21:04;3373150.098725859;u
14:21:04;3373150.338742941;l
14:21:04;3373150.436994227;c
14:21:04;3373150.58863696;o
14:21:04;3373150.878842478;m
14:21:05;3373151.029446797;i
14:21:05;3373151.189074025;n
14:21:05;3373151.308853454;g
14:21:05;3373151.392564522;p
14:21:05;3373151.405072303;SPACE
14:21:05;3373151.629748132;v
14:21:05;3373151.778811786;a
14:21:06;3373152.039402433;c
14:21:06;3373152.259466843;a
14:21:06;3373152.418778073;r
14:21:06;3373152.505988807;j
14:21:06;3373152.689692265;o
14:21:06;3373152.868651652;n
14:21:07;3373153.068744602;ti
14:21:07;3373153.075793894;SPACE
14:21:07;3373153.739607408;i
14:21:07;3373153.919126891;m
14:21:08;3373154.10887098;I'
14:21:08;3373154.117710114;SPACE
14:21:08;3373154.499108161;p
14:21:09;3373155.169498297;l
14:21:09;3373155.267706583;a
14:21:09;3373155.410223777;n
14:21:09;3373155.558924695;n
14:21:09;3373155.699356411;i
14:21:09;3373155.869375403;n
14:21:09;3373155.956658355;g
14:21:10;3373156.05973714;SPACE
14:21:10;3373156.188972823;t
14:21:10;3373156.270565703;i
14:21:10;3373156.439309037;o
14:21:10;3373156.450823544;SPACE
14:21:11;3373157.969582275;g
14:21:12;3373158.052168196;i
14:21:12;3373158.258945867;o
14:21:12;3373158.26603886;SPACE
14:21:12;3373158.332342396;t
14:21:12;3373158.466469468;i
14:21:12;3373158.650128954;o
14:21:12;3373158.660174509;SPACE
14:21:12;3373158.996631978;o
14:21:13;3373159.108908648;r
14:21:13;3373159.33961866;a
14:21:14;3373160.049153963;BACK
14:21:14;3373160.199396724;BACK
14:21:14;3373160.399085803;p
14:21:14;3373160.589532761;r
14:21:14;3373160.788956163;a
14:21:14;3373160.880824911;g
14:21:15;3373161.079587481;u
14:21:15;3373161.114904377;e
14:21:15;3373161.299598857;BACK
14:21:15;3373161.315838802;SPACE
14:21:15;3373161.590529671;BACK
14:21:15;3373161.899058492;.
14:21:15;3373161.916793289;SPACE
14:21:52;3373198.879675395;So I decided to do a post about the best place to go to watch a film in prague.\n\nWhat is the best place to go to watch a film 
14:21:53;3373199.317288331;BACK
14:21:53;3373199.321458147;BACK
14:21:53;3373199.496862889;BACK
14:21:53;3373199.507164165;BACK
14:21:53;3373199.741026006;BACK
14:21:53;3373199.746837067;BACK
14:21:53;3373199.974526821;BACK
14:21:53;3373199.98933301;BACK
14:21:54;3373200.184285184;BACK
14:21:54;3373200.202961013;BACK
14:21:54;3373200.405074054;BACK
14:21:54;3373200.425629708;BACK
14:21:54;3373200.538419257;BACK
14:21:54;3373200.56170715;BACK
14:21:54;3373200.708161081;BACK
14:21:54;3373200.730877394;BACK
14:21:54;3373200.861712294;BACK
14:21:54;3373200.882007881;BACK
14:21:54;3373200.997429023;BACK
14:21:55;3373201.017018105;BACK
14:21:55;3373201.121762898;BACK
14:21:55;3373201.1325526;BACK
14:21:55;3373201.239801526;BACK
14:21:55;3373201.364812731;BACK
14:21:55;3373201.483629547;BACK
14:21:55;3373201.621300578;BACK
14:21:55;3373201.711392831;BACK
14:21:55;3373201.726559284;BACK
14:21:55;3373201.841043122;BACK
14:21:55;3373201.852497509;BACK
14:21:56;3373202.22284227;BACK
14:21:56;3373202.34277621;BACK
14:21:56;3373202.540639908;BACK
14:21:56;3373202.711309793;BACK
14:21:56;3373202.861052218;BACK
14:21:57;3373203.030028371;BACK
14:21:57;3373203.189013879;BACK
14:21:57;3373203.359883116;BACK
14:21:58;3373204.182153829;v
14:21:58;3373204.348268557;i
14:21:58;3373204.440468559;s
14:21:58;3373204.522301021;u
14:21:58;3373204.689945981;t
14:21:58;3373204.791886514;i
14:21:58;3373204.813846028;SPACE
14:21:59;3373205.004898902;a
14:21:59;3373205.216205849;SPACE
14:21:59;3373205.368452783;c
14:21:59;3373205.442012655;i
14:21:59;3373205.645789986;n
14:21:59;3373205.747684959;c
14:21:59;3373205.990580341;e
14:22:00;3373206.129927265;r
14:22:00;3373206.281116772;t
14:22:00;3373206.343467775;o 
14:22:00;3373206.348401881;BACK
14:22:00;3373206.580727751; i
14:22:00;3373206.757419918;n
14:22:01;3373207.063247212;SPACE
14:22:01;3373207.360353287;o
14:22:01;3373207.422534842;r
14:22:01;3373207.609363145;l
14:22:01;3373207.730046241;a
14:22:01;3373207.999763578;f
14:22:02;3373208.098806717;u
14:22:02;3373208.210421659;e
14:22:02;3373208.30184168;BACK
14:22:02;3373208.313825109;SPACE
14:22:02;3373208.870299281;BACK
14:22:03;3373209.328388489;. 
14:22:03;3373209.333379843;BACK
14:22:46;3373252.144796139; I'll be talking about the best ways to visit concerts in Prague and I'll also talk about some of the things I'd like to see during my trip.\n\nAs always you can read the full article here.\n\nThe best wa
14:22:46;3373252.189424169;BACK
14:22:46;3373252.342803347;BACK
14:22:46;3373252.506292876;BACK
14:22:46;3373252.665446469;BACK
14:22:46;3373252.866716819;BACK
14:22:46;3373252.985343445;BACK
14:22:47;3373253.245127754;BACK
14:22:47;3373253.332984424;BACK
14:22:47;3373253.448756402;BACK
14:22:47;3373253.620508684;BACK
14:22:47;3373253.780774247;BACK
14:22:47;3373253.940173467;BACK
14:22:48;3373254.610437763;BACK
