Time;Perf_Time;Action
10:12:37;3963043.2601279;I
10:12:37;3963043.303463232;SPACE
10:12:37;3963043.971979567;v
10:12:38;3963044.057339797;i
10:12:38;3963044.464813588;s
10:12:38;3963044.969535327;i
10:12:39;3963045.291627543;t
10:12:39;3963045.385476339;e
10:12:39;3963045.562743098;d
10:12:39;3963045.644051789;SPACE
10:12:40;3963046.344563706;B
10:12:40;3963046.502968587;e
10:12:40;3963046.643997252;r
10:12:40;3963046.692017249;l
10:12:40;3963046.862788459;i
10:12:41;3963047.086828228;n
10:12:41;3963047.175954727;SPACE
10:12:41;3963047.763750127;a
10:12:41;3963047.826161579;SPACE
10:12:42;3963048.204360516;BACK
10:12:42;3963048.323692727;BACK
10:12:42;3963048.617201442;l
10:12:42;3963048.7213604;a
10:12:42;3963048.897895485;s
10:12:43;3963049.012305947;t
10:12:43;3963049.121008475;SPACE
10:12:43;3963049.227423975;m
10:12:43;3963049.412499397;o
10:12:43;3963049.604312082;n
10:12:43;3963049.688559069;t
10:12:43;3963049.814752074;h
10:12:45;3963051.798643112;,
10:12:46;3963052.009869221;SPACE
10:12:46;3963052.451951494;w
10:12:46;3963052.532156977;i
10:12:46;3963052.745292034;t
10:12:46;3963052.897793341;h
10:12:46;3963053.002205001;SPACE
10:12:47;3963053.270086505;s
10:12:47;3963053.327392434;o
10:12:47;3963053.524066023;m
10:12:47;3963053.609259307;e
10:12:47;3963053.741520711;o
10:12:47;3963053.955854989;n
10:12:48;3963054.585985321;BACK
10:12:48;3963054.742626683;SPACE
10:12:49;3963055.074688003;BACK
10:12:49;3963055.199488949;BACK
10:12:49;3963055.436409714;SPACE
10:12:49;3963055.920463063;o
10:12:50;3963056.092160579;f
10:12:50;3963056.439852589; m
10:12:50;3963056.445110299;BACK
10:12:50;3963056.595408496;my
10:12:50;3963056.669300817;SPACE
10:12:50;3963056.838703075;f
10:12:51;3963057.099376138;r
10:12:51;3963057.232804253;i
10:12:51;3963057.324703232;e
10:12:51;3963057.435899437;n
10:12:51;3963057.550128763;d
10:12:51;3963057.763557562;s
10:12:51;3963057.856489369;.
10:12:52;3963058.092259732;SPACE
10:12:56;3963062.443137636;I
10:12:56;3963062.609785118;t
10:12:56;3963062.705747277;SPACE
10:12:56;3963062.872230442;w
10:12:57;3963063.074744632;a
10:12:57;3963063.236007859;s
10:12:57;3963063.319889421;SPACE
10:12:57;3963063.481822185;a
10:12:57;3963063.558268609;SPACE
10:12:57;3963063.742836169;w
10:12:57;3963063.914849669;e
10:12:58;3963064.088922824;e
10:12:58;3963064.169428528;k
10:12:58;3963064.402781893;en
10:12:58;3963064.471488701;BACK
10:12:58;3963064.511827814;nd
10:12:58;3963064.634602638;SPACE
10:12:58;3963064.954479828;g
10:12:59;3963065.192478536;e
10:12:59;3963065.355447143;t
10:12:59;3963065.501243241;a
10:12:59;3963065.689451874;w
10:12:59;3963065.882610414;a
10:12:59;3963065.94839369;y
10:13:00;3963066.802262307;.
10:13:00;3963067.001994761;SPACE
10:13:01;3963067.69300524;W
10:13:01;3963067.831545516;e
10:13:01;3963067.897817637;SPACE
10:13:02;3963068.589632321;s
10:13:02;3963068.710969712;t
10:13:02;3963068.848708669;a
10:13:02;3963068.926386618;y
10:13:03;3963069.297277653;BACK
10:13:03;3963069.549352673;BACK
10:13:03;3963069.674784249;BACK
10:13:03;3963069.799993187;BACK
10:13:03;3963069.908883067;BACK
10:13:04;3963070.038903026;BACK
10:13:04;3963070.187898563;BACK
10:13:04;3963070.608734595;O
10:13:04;3963070.782267577;n
10:13:04;3963070.874920188;e
10:13:04;3963070.976722056;SPACE
10:13:05;3963071.128399346;t
10:13:05;3963071.248174445;h
10:13:05;3963071.363780935;e
10:13:05;3963071.454365821;SPACE
10:13:05;3963071.623227844;f
10:13:05;3963071.727143754;i
10:13:05;3963071.803425117;r
10:13:06;3963072.059078511;s
10:13:06;3963072.109374636;t
10:13:06;3963072.281658601;SPACE
10:13:06;3963072.998349391;d
10:13:07;3963073.293210447;a
10:13:07;3963073.351892896;y
10:13:07;3963073.498155928;SPACE
10:13:07;3963073.770870996;w
10:13:07;3963073.906467983;e
10:13:07;3963073.965173247;SPACE
10:13:08;3963074.32276094;vi
10:13:08;3963074.444863826;s
10:13:08;3963074.466364442;BACK
10:13:08;3963074.50928133;isi
10:13:08;3963074.735214857;t
10:13:08;3963074.856781925;e
10:13:09;3963075.022536344;d
10:13:09;3963075.096320904;SPACE
10:13:09;3963075.278032686;a
10:13:09;3963075.350489745;l
10:13:09;3963075.517627005;l
10:13:09;3963075.659464883;SPACE
10:13:10;3963076.196629726;BACK
10:13:10;3963076.289442279;BACK
10:13:10;3963076.412249683;BACK
10:13:10;3963076.565463028;BACK
10:13:10;3963076.684130561;BACK
10:13:11;3963077.28626;SPACE
10:13:11;3963077.353754664;m
10:13:11;3963077.506423855;o
10:13:11;3963077.612710179;s
10:13:11;3963077.828746833;t
10:13:11;3963077.862216984;SPACE
10:13:12;3963078.089951051;o
10:13:12;3963078.176397853;f
10:13:12;3963078.310618729;SPACE
10:13:12;3963078.402763596;t
10:13:12;3963078.542398806;h
10:13:12;3963078.676200715;e
10:13:12;3963078.75957727;SPACE
10:13:13;3963079.147339707;f
10:13:13;3963079.320151044;a
10:13:13;3963079.381232562;m
10:13:13;3963079.573040912;o
10:13:13;3963079.725067698;u
10:13:13;3963079.845874781;s
10:13:13;3963079.975879984;SPACE
10:13:14;3963080.292875472;b
10:13:14;3963080.461762192;u
10:13:14;3963080.641580892;i
10:13:14;3963080.818117177;l
10:13:14;3963080.915433171;d
10:13:15;3963081.021373704;i
10:13:15;3963081.194372335;n
10:13:15;3963081.355606284;g
10:13:15;3963081.427034934;SPACE
10:13:15;3963081.905488932;BACK
10:13:16;3963082.035159466;s
10:13:16;3963082.168943721;SPACE
10:13:16;3963082.317875695;a
10:13:16;3963082.411506271;n
10:13:16;3963082.566392721;d
10:13:16;3963082.639380538;SPACE
10:13:16;3963082.951316521;s
10:13:17;3963083.03657666;t
10:13:17;3963083.164808276;a
10:13:17;3963083.243548036;y
10:13:17;3963083.391285677;e
10:13:17;3963083.592054193;d
10:13:17;3963083.67054102;SPACE
10:13:18;3963084.420889114;u
10:13:19;3963085.187376356;p
10:13:19;3963085.309293152;SPACE
10:13:19;3963085.576445287;l
10:13:19;3963085.660094743;a
10:13:20;3963086.288503743;t
10:13:20;3963086.434112792;e
10:13:20;3963086.593182622;SPACE
10:13:21;3963087.567748906;BACK
10:13:22;3963088.195866964;SPACE
10:13:22;3963088.501621717;t
10:13:22;3963088.671168378;o
10:13:23;3963089.462180217;SPACE
10:13:23;3963089.724189187;w
10:13:23;3963089.875494999;a
10:13:23;3963089.950135242;l
10:13:24;3963090.097402549;k
10:13:24;3963090.511147605;SPACE
10:13:24;3963090.808859573;a
10:13:25;3963091.022268195;r
10:13:25;3963091.129476267;o
10:13:25;3963091.304250015;u
10:13:25;3963091.453531671;n
10:13:25;3963091.537684543;d
10:13:25;3963091.682870338;SPACE
10:13:26;3963092.145560178;t
10:13:26;3963092.259624536;h
10:13:26;3963092.396221417;e
10:13:26;3963092.460723079;SPACE
10:13:27;3963093.35357645;c
10:13:27;3963093.437486175;i
10:13:27;3963093.572735308;t
10:13:27;3963093.74045476;y
10:13:27;3963093.808544081;SPACE
10:13:28;3963094.039240039;d
10:13:28;3963094.132154667;u
10:13:28;3963094.251197315;r
10:13:28;3963094.341546606;i
10:13:28;3963094.526784834;n
10:13:28;3963094.598591475;g
10:13:28;3963094.704779385;SPACE
10:13:28;3963094.855223553;t
10:13:28;3963094.950515818;h
10:13:29;3963095.111539726;r
10:13:29;3963095.151672871;SPACE
10:13:29;3963095.318554594;n
10:13:29;3963095.497300639;i
10:13:29;3963095.571549528;g
10:13:29;3963095.69005127;h
10:13:29;3963095.850125654;t
10:13:29;3963095.916195045;SPACE
10:13:30;3963096.118659398;a
10:13:30;3963096.205108292;n
10:13:30;3963096.311934699;d
10:13:30;3963096.393978753;b
10:13:31;3963097.762394979;BACK
10:13:31;3963097.835510371;e
10:13:34;3963100.441521228;SPACE
10:13:34;3963100.733710069;BACK
10:13:34;3963100.872417467;BACK
10:13:35;3963101.016047424;SPACE
10:13:35;3963101.737363502;e
10:13:35;3963101.953276217;x
10:13:36;3963102.025015531;p
10:13:36;3963102.375399035;er
10:13:36;3963102.447762396;i
10:13:36;3963102.456445126;BACK
10:13:36;3963102.586343754;rie
10:13:36;3963102.672165024;n
10:13:36;3963102.7984826;c
10:13:37;3963103.018841134;e
10:13:37;3963103.116613862;SPACE
10:13:37;3963103.251233673;t
10:13:37;3963103.380606947;h
10:13:37;3963103.521005972;e
10:13:37;3963103.586022231;SPACE
10:13:38;3963104.314710416;v
10:13:38;3963104.492584079;i
10:13:38;3963104.70451376;b
10:13:38;3963104.783639576;e
10:13:39;3963105.050649451;s
10:13:39;3963105.215580801;SPACE
10:13:40;3963106.777301674;BACK
10:13:40;3963106.884256519;BACK
10:13:41;3963107.534209354;SPACE
10:13:42;3963108.119343081;o
10:13:42;3963108.179613626;f
10:13:42;3963108.347784895;SPACE
10:13:42;3963108.449475641;t
10:13:42;3963108.589372698;h
10:13:42;3963108.713859639;e
10:13:42;3963108.813488581;SPACE
10:13:43;3963109.335590705;l
10:13:43;3963109.639447169;BACK
10:13:43;3963109.823777088;n
10:13:43;3963109.982867549;i
10:13:44;3963110.090455223;g
10:13:44;3963110.182132852;h
10:13:44;3963110.406122063;t
10:13:44;3963110.475254539;l
10:13:44;3963110.674112266;i
10:13:44;3963110.812203175;f
10:13:45;3963111.022028148;e
10:13:45;3963111.071200893;SPACE
10:13:45;3963111.290662866;i
10:13:45;3963111.478010234;n
10:13:45;3963111.58020298;SPACE
10:13:46;3963112.417786846;Be
10:13:46;3963112.465879768;BACK
10:13:46;3963112.565252507;er
10:13:46;3963112.629073903;l
10:13:46;3963112.809341984;i
10:13:46;3963112.974276533;n
10:13:47;3963113.147007005;.
10:13:47;3963113.347794686;SPACE
10:13:49;3963115.175109226;T
10:13:49;3963115.331445053;h
10:13:49;3963115.424832317;e
10:13:49;3963115.585362188;SPACE
10:13:50;3963116.422508687;se
10:13:50;3963116.446211683;BACK
10:13:50;3963116.6560333;ec
10:13:50;3963116.730354633;o
10:13:50;3963116.884341068;n
10:13:50;3963116.933001254;d
10:13:51;3963117.109886108;SPACE
10:13:51;3963117.23898267;w
10:13:51;3963117.687220658;BACK
10:13:51;3963117.970482706;g
10:13:52;3963118.042269238;e
10:13:52;3963118.33367988;BACK
10:13:52;3963118.455015793;BACK
10:13:52;3963118.812755381;d
10:13:53;3963119.176109762;a
10:13:53;3963119.215602616;t
10:13:53;3963119.625168753;BACK
10:13:53;3963119.970836282;y
10:13:54;3963120.049824105;SPACE
10:13:54;3963120.48026524;w
10:13:54;3963120.608835829;e
10:13:54;3963120.670444956;SPACE
10:13:54;3963120.88049582;g
10:13:54;3963120.955285892;o
10:13:55;3963121.122813612;t
10:13:55;3963121.207375076;SPACE
10:13:55;3963121.343413801;t
10:13:55;3963121.481528476;o
10:13:55;3963121.584631875;SPACE
10:13:58;3963124.182221341;e
10:13:58;3963124.437317955;nj
10:13:58;3963124.487089445;BACK
10:13:58;3963124.606656691;jo
10:13:58;3963124.798878687;y
10:13:58;3963124.893479461;SPACE
10:13:59;3963125.017092595;t
10:13:59;3963125.199588649;h
10:13:59;3963125.292365478;e
10:13:59;3963125.400228557;SPACE
10:13:59;3963125.953571225;F
10:14:00;3963126.088096657;e
10:14:00;3963126.285525403;s
10:14:00;3963126.345891067;t
10:14:00;3963126.598265865;i
10:14:00;3963126.797825177;b
10:14:00;3963126.87276048;a
10:14:01;3963127.258977521;BACK
10:14:01;3963127.388065953;BACK
10:14:01;3963127.904580361;v
10:14:01;3963127.989362187;a
10:14:02;3963128.114115768;l
10:14:02;3963128.232367696;s
10:14:02;3963128.358500781;SPACE
10:14:02;3963128.931675858;BACK
10:14:03;3963129.054375518;BACK
10:14:03;3963129.23108349;SPACE
10:14:03;3963129.42104472;o
10:14:03;3963129.609224143;f
10:14:03;3963129.689214726;SPACE
10:14:03;3963129.899459003;l
10:14:04;3963130.08315004;i
10:14:04;3963130.208409024;g
10:14:04;3963130.306639115;h
10:14:04;3963130.51440329;t
10:14:04;3963130.659781331;s
10:14:04;3963130.772907839;SPACE
10:14:05;3963131.344554844;i
10:14:05;3963131.503044821;n
10:14:05;3963131.616047702;SPACE
10:14:05;3963131.772771923;t
10:14:05;3963131.970226249;h
10:14:06;3963132.04688389;e
10:14:06;3963132.240644499;SPACE
10:14:06;3963132.391597947;c
10:14:06;3963132.481332992;i
10:14:06;3963132.650749759;t
10:14:06;3963132.80415489;y
10:14:06;3963132.929648548;SPACE
10:14:07;3963133.853970465;s
10:14:07;3963133.930789771;t
10:14:08;3963134.034033256;a
10:14:08;3963134.118790918;t
10:14:08;3963134.288652251;e
10:14:08;3963134.426639878;SPACE
10:14:08;3963134.910801984;a
10:14:08;3963134.980861363;n
10:14:09;3963135.125329194;d
10:14:09;3963135.1841913;SPACE
10:14:09;3963135.425597607;i
10:14:09;3963135.546070421;t
10:14:09;3963135.659568235;SPACE
10:14:09;3963135.833203628;w
10:14:10;3963136.023624934;a
10:14:10;3963136.16095714;s
10:14:10;3963136.230504799;SPACE
10:14:14;3963140.42285538;u
10:14:14;3963140.592884739;n
10:14:14;3963140.76985395;b
10:14:14;3963140.953922694;i
10:14:15;3963141.220904325;l
10:14:15;3963141.394241347;i
